DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241230,976,37,433,13,124,13.723345963679344,16.507389443374173,93.76926459294648
20241230,167,91,969,8,458,31.652897905250928,39.46420402602865,386.8828980687204
20241230,878,61,435,12,863,118.66159940725554,68.7983285331143,675.5400720596301
20241230,755,52,989,19,327,48.7149034451512,22.414072839243875,255.8710237156049
20241230,337,27,227,6,406,28.901254784560916,36.263579234611626,340.83516598082747
20241230,119,79,151,10,134,10.299862522921678,12.597886246700005,111.10225123037831
20241230,551,3,239,11,213,25.818435819590913,25.877414280830774,161.3041498995783
20241230,892,50,484,5,266,11.846530027524297,18.134627110344365,236.01884286213135
20241230,228,14,297,20,518,32.98619120252505,26.903251460844015,458.1105573366309
20241230,651,78,779,3,729,57.74179034182917,90.61315790444662,580.6450517537241
20241230,665,18,325,4,720,83.3019449198986,100.78666088773618,535.9113941923652
20241230,195,38,318,15,131,10.2316225548197,7.166833523600284,113.60154392158002
20241230,590,82,692,8,421,51.62588594267233,53.017705485999514,316.3564085713282
20241230,118,79,83,5,407,19.884807598247164,37.01260282067419,350.10258958107863
20241230,839,25,32,16,195,25.47705256074838,13.085091419083119,156.4378560201685
20241230,255,55,778,19,715,62.49935969272719,102.64614450877174,549.854495798501
20241230,96,80,624,2,699,29.815336254984967,37.78900443625638,631.3956593087587
20241230,909,20,600,12,305,32.91148442482893,35.745380427287614,236.34313514788346
20241230,362,37,283,18,446,53.48275682438803,27.736994597529584,364.78024857808236
20241230,203,48,43,16,292,13.38993473190344,25.606512743595367,253.0035525245012
20241230,355,21,359,12,606,49.92706527412281,54.5832747790846,501.4896599467926
20241230,964,35,298,11,674,42.867509491655355,53.54527922224756,577.587211286097
20241230,179,43,902,3,632,79.90638708701113,70.17818326506219,481.91542964792666
20241230,848,69,175,14,344,37.1875963055119,37.88691620251056,268.92548749197755
20241230,996,5,785,2,355,8.829029063457567,21.268769990509547,324.9022009460329
20241230,286,96,251,8,255,10.517057827094533,19.750328802150122,224.73261337075536
20241230,599,67,278,13,462,39.22644144592305,57.28644802286036,365.48711053121656
20241230,944,78,781,5,524,69.81083929674735,26.465930135308163,427.7232305679445
20241230,790,20,236,11,317,26.418362251197763,36.86573754417931,253.71590020462293
20241230,845,94,815,14,473,37.594248691457906,47.40387865897537,388.00187264956674
20241230,961,65,270,2,407,52.09102351753052,45.215018077888075,309.6939584045814
20241230,796,83,220,20,278,31.07672328528656,37.74987856313505,209.1733981515784
20241230,27,44,683,20,647,18.95246695186839,64.88954960557032,563.1579834425613
20241230,981,19,262,16,456,16.602259471833644,49.945478359979376,389.45226216818696
20241230,982,24,276,7,567,64.99392401166551,77.06786232437425,424.93821366396025
20241230,301,79,462,9,731,35.40537749635909,78.52188284816413,617.0727396554768
20241230,671,90,948,13,975,128.61557039647874,127.02674744414762,719.3576821593737
20241230,971,27,480,18,783,92.32707976309662,47.75264785364811,642.9202723832552
20241230,2,5,954,8,402,46.25551042375202,45.65870681900225,310.08578275724574
20241230,637,48,27,9,619,43.979270513500964,46.017024467681495,529.0037050188175
20241230,731,85,168,6,834,54.914660863035785,113.3115101227064,665.7738290142578
20241230,985,27,462,10,451,19.74673143856793,38.92687537705387,392.3263931843782
20241230,253,32,461,9,359,17.131157078898134,27.669270075214744,314.19957284588713
20241230,198,62,689,14,187,11.019779758409225,16.666033372903193,159.31418686868759
20241230,101,2,333,15,498,53.24815443991767,53.180783473013314,391.571062087069
20241230,979,65,26,18,581,23.81788017201173,41.311719552293,515.8704002756953
20241230,840,60,860,10,656,30.23027637651877,76.45036368628097,549.3193599372003
20241230,153,12,489,7,976,40.43044342351661,95.05424358366487,840.5153129928185
20241230,472,29,881,5,140,19.65991596869845,9.986327695161966,110.35375633613958
20241230,396,72,627,20,372,19.885310102278662,37.73653573459247,314.3781541631289
20241230,941,66,240,20,721,44.09576261603878,101.23909041670733,575.6651469672539
20241230,276,37,416,17,377,12.923378211369794,56.52861149926184,307.54801028936834
20241230,152,25,981,6,863,117.3429955737925,108.75833474235844,636.898669683849
20241230,558,86,91,10,815,51.14309634116949,48.165151600287714,715.6917520585428
20241230,189,14,216,10,403,28.870978736448937,50.066577305020395,324.06244395853065
20241230,689,44,381,4,242,11.214244933731715,35.26530108833733,195.52045397793097
20241230,766,38,420,4,359,19.525351382153286,30.078003958429832,309.3966446594169
20241230,175,81,337,5,563,28.47670692543145,57.092587737839224,477.4307053367293
20241230,458,2,746,4,714,101.01577258355543,43.6037737798122,569.3804536366324
20241230,320,82,911,8,298,26.3443637033399,15.495506026122348,256.16013027053776
20241230,820,54,260,7,688,17.785835821931975,66.18034652154954,604.0338176565185
20241230,930,48,756,4,499,24.750968208496854,25.962321489916413,448.2867103015867
20241230,430,35,57,7,900,73.99084863831209,109.5672653686001,716.4418859930878
20241230,709,92,290,10,873,31.80931308216358,114.3890865759255,726.8016003419109
20241230,174,37,116,15,826,117.76585811933853,109.13573722329751,599.098404657364
20241230,237,3,515,5,433,57.89007906071786,55.09012697058835,320.01979396869376
20241230,382,26,669,2,350,16.25407677719375,24.481588469672403,309.2643347531339
20241230,708,32,843,14,417,10.336561493436546,60.9459975780551,345.7174409285084
20241230,218,56,643,17,117,3.7853606938376285,5.877827575498348,107.33681173066402
20241230,216,46,545,16,265,8.688746013722003,24.231086625175248,232.08016736110275
20241230,808,29,996,8,439,9.228550826162058,54.09653257268569,375.67491660115223
20241230,71,97,213,9,859,34.086556978105406,119.74213533782536,705.1713076840692
20241230,398,95,27,5,240,30.313807744603583,34.883351964484106,174.80284029091231
20241230,758,66,472,15,782,92.19452246422978,94.6202979372486,595.1851795985217
20241230,665,93,513,11,499,16.979743823856154,69.16730037565728,412.8529558004866
20241230,411,61,397,19,836,64.44413679527017,108.35590427420748,663.1999589305224
20241230,490,31,974,11,882,106.7257298298725,55.37287746229144,719.9013927078361
20241230,603,45,734,2,692,102.38659095320332,52.80251529926159,536.8108937475351
20241230,604,35,614,11,614,70.71585235632809,53.1062696300606,490.17787801361135
20241230,444,40,921,4,347,8.400315574670161,21.809136691868463,316.7905477334614
20241230,752,89,722,18,623,29.540059461011488,90.31690613089842,503.1430344080901
20241230,730,73,430,10,978,42.45037824961577,121.32110560317417,814.22851614721
20241230,355,26,528,17,285,36.103736891846786,32.62316918978161,216.27309391837161
20241230,259,100,74,14,265,20.01297381214214,26.305760356308852,218.681265831549
20241230,451,56,269,17,566,46.467470267539085,67.44108350493761,452.0914462275233
20241230,425,24,5,2,562,43.32587234557147,32.759657190772785,485.91447046365573
20241230,403,60,196,15,148,18.247285388229635,18.832521214603204,110.92019339716717
20241230,494,9,683,11,803,26.459094013142735,95.67130409613193,680.8696018907253
20241230,720,78,454,4,527,41.969401779238325,68.70439826398261,416.3261999567791
20241230,812,23,608,9,774,64.30458015241638,103.90858889945395,605.7868309481297
20241230,982,29,503,19,119,3.7646170885165064,8.972603387842605,106.26277952364089
20241230,344,56,280,4,993,19.897602487139668,128.3110515030032,844.7913460098571
20241230,37,72,580,3,366,50.94568395270894,23.065551541201316,291.98876450608975
20241230,757,37,242,18,977,82.47211291664152,67.146294711923,827.3815923714355
20241230,24,95,255,15,588,31.510443071938997,84.17253770208873,472.3170192259723
20241230,51,84,619,1,380,16.85936258276813,29.28832859840982,333.85230881882205
20241230,948,12,780,8,495,29.716683206976796,61.707696241622315,403.5756205514009
20241230,250,38,480,14,785,22.90195744028625,46.580257746318644,715.5177848133951
20241230,925,79,686,11,807,105.99033572265326,46.37031771594909,654.6393465613976
