DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241230,345,74,308,6,179,15.41879353275125,19.752231106992095,143.82897536025666
20241230,568,48,724,10,819,28.97635563993218,92.89193053337306,697.1317138266947
20241230,869,5,264,10,461,11.408851030482127,43.63006725972755,405.96108170979034
20241230,927,30,453,17,374,7.932296384810737,40.25008711601583,325.8176164991734
20241230,42,97,531,16,759,39.287087681779596,106.08344582046342,613.629466497757
20241230,49,73,874,16,343,17.339688195971725,23.368314534025252,302.29199727000304
20241230,4,4,97,8,577,14.85595034668987,53.0841019514412,509.05994770186896
20241230,561,91,396,5,967,38.02033603732034,94.72134342030988,834.2583205423698
20241230,935,51,541,19,192,21.080452117949218,27.774272495328724,143.14527538672206
20241230,549,50,500,1,664,82.3492385148365,36.276423495273285,545.3743379898903
20241230,705,97,532,4,125,10.16688708553552,11.449923559963532,103.38318935450096
20241230,168,37,120,2,565,24.31593844380107,74.26781505738902,466.4162464988099
20241230,399,27,829,11,651,62.58618709622681,78.03864484885393,510.37516805491924
20241230,887,75,476,11,307,14.42271526162573,22.62518945850731,269.95209527986697
20241230,566,77,615,11,948,73.2412554303872,77.33685684892319,797.4218877206896
20241230,238,18,580,17,819,63.03711351201733,97.81838211348054,658.1445043745022
20241230,552,76,921,12,754,85.15510276126413,95.42474086781355,573.4201563709223
20241230,776,57,269,19,778,45.52698058881409,60.17654282307467,672.2964765881112
20241230,464,41,542,8,917,104.8921840678606,130.8847164842379,681.2230994479015
20241230,26,83,915,9,544,47.86885257399873,67.40761417613855,428.7235332498627
20241230,301,49,616,11,550,43.61413292050403,52.16181986795135,454.22404721154464
20241230,975,65,855,8,875,43.36664974938647,72.18056209859719,759.4527881520163
20241230,293,100,43,2,165,6.915967190329151,19.010560873057806,139.07347193661303
20241230,427,6,633,17,491,39.645715321295505,44.36775124816537,406.9865334305391
20241230,522,76,21,20,766,41.883040809915144,62.98931583035876,661.1276433597261
20241230,265,77,239,19,785,48.83069185097675,68.307122947569,667.8621852014543
20241230,427,69,721,2,677,14.435236186195452,71.8818388959317,590.6829249178728
20241230,228,95,298,8,909,90.07568356652928,54.9663238714567,763.957992562014
20241230,149,93,747,10,992,65.28895408210714,136.88958743616476,789.8214584817281
20241230,29,81,778,19,225,20.03828916528146,15.540286342136008,189.42142449258253
20241230,531,34,821,12,364,17.00974423646852,30.7454233043118,316.24483245921965
20241230,302,73,295,15,325,14.18708765375621,26.46572253436976,284.34718981187405
20241230,496,37,42,18,608,88.48396703723351,89.8163714799134,429.6996614828531
20241230,643,99,997,3,898,128.58740467236328,55.17874916016907,714.2338461674676
20241230,392,5,410,7,518,56.067739477258385,30.32328100742486,431.6089795153167
20241230,329,88,669,1,715,93.67504130609792,38.99695218155729,582.3280065123448
20241230,8,35,533,2,377,32.38334876683591,54.06807639714052,290.5485748360236
20241230,927,24,22,3,708,96.06036681188897,70.98448311308285,540.9551500750282
20241230,290,100,915,18,417,27.006722513020655,44.43044329500836,345.562834191971
20241230,259,71,621,14,403,44.12025357730161,51.3099867362289,307.5697596864695
20241230,476,90,591,8,296,7.193092589857385,16.915854494158925,271.89105291598366
20241230,845,62,78,7,358,7.728135357175334,43.85649740676298,306.4153672360617
20241230,50,97,840,11,820,35.59225900511012,86.56155698701954,697.8461840078703
20241230,474,33,414,10,400,38.895547831414426,59.856041756137614,301.2484104124479
20241230,628,34,848,2,326,29.736772756386813,24.963718121301998,271.2995091223112
20241230,779,57,111,20,906,76.65179969181081,51.81426289889746,777.5339374092918
20241230,648,89,454,10,604,64.27474176752136,60.68965583967081,479.03560239280785
20241230,580,23,839,5,739,19.21778402530617,55.011337013317686,664.7708789613762
20241230,298,80,22,10,1000,79.38104493138583,77.001841716951,843.6171133516632
20241230,598,8,355,15,761,79.7195685438943,41.74852314444393,639.5319083116617
20241230,824,58,573,17,582,32.84750735939499,75.52347600848704,473.629016632118
20241230,757,20,504,10,392,38.71229209741166,39.260823028429236,314.0268848741591
20241230,404,28,411,20,855,121.58096549892934,73.54971115323218,659.8693233478384
20241230,965,2,550,5,370,51.02151111798029,41.76056493254077,277.217923949479
20241230,908,72,986,13,993,111.39938433097443,114.55254580564028,767.0480698633853
20241230,362,17,212,8,848,53.92660390843174,100.67632464415738,693.3970714474109
20241230,979,90,370,8,665,33.87228620601738,37.980262826606065,593.1474509673766
20241230,670,90,227,9,336,14.683433204789335,26.10559268111611,295.21097411409454
20241230,619,74,417,2,147,15.097954472514406,8.63537368458325,123.26667184290234
20241230,562,55,743,4,897,131.12251852634358,95.58853061536165,670.2889508582948
20241230,42,18,701,5,183,5.156704510675137,23.001757407365822,154.84153808195904
20241230,626,11,215,15,503,35.36688273568351,40.306564106101234,427.32655315821523
20241230,658,11,232,1,627,22.646725004071367,86.28378755192034,518.0694874440082
20241230,59,75,175,11,542,69.01462226555276,33.51484705260159,439.4705306818456
20241230,99,16,470,4,621,48.45817819798648,70.09669241503197,502.44512938698153
20241230,589,2,106,7,747,19.093350453130903,73.65295195595147,654.2536975909177
20241230,784,99,180,5,203,22.169122096956485,17.732243319908182,163.09863458313532
20241230,63,94,19,17,428,32.038139684057455,49.09364345263264,346.8682168633099
20241230,563,36,486,6,935,87.07054313298036,106.10761931272978,741.8218375542899
20241230,29,26,384,13,898,104.59991525418766,64.9550823959774,728.4450023498349
20241230,121,12,345,1,226,6.099010018125008,29.175054863033164,190.72593511884182
20241230,303,47,363,17,184,11.946891802515067,12.346248308600517,159.70685988888442
20241230,921,42,506,9,491,65.08677716982183,60.850311570117185,365.062911260061
20241230,599,59,387,19,253,34.22934102141623,31.98977389710639,186.78088508147738
20241230,716,59,545,2,648,39.12997355114467,78.82812737940968,530.0418990694457
20241230,632,23,44,11,454,26.949264233772933,36.65427933736297,390.3964564288641
20241230,251,93,654,11,473,60.63861660687763,54.46067803823506,357.9007053548873
20241230,896,32,561,12,921,30.470916582859655,51.799871546717405,838.7292118704229
20241230,170,35,617,12,395,36.31115055740982,27.450255488756042,331.23859395383414
20241230,194,62,980,11,350,36.28071360004344,38.7092112780119,275.0100751219446
20241230,79,39,199,16,247,33.69204798857062,22.773963975900365,190.533988035529
20241230,159,58,660,8,809,30.009329678098556,46.65993600217891,732.3307343197225
20241230,276,3,576,6,903,83.06343440658694,98.20964358544413,721.7269220079689
20241230,664,93,871,8,367,54.41756487155193,34.04716069123353,278.5352744372145
20241230,379,90,280,14,862,74.82738065252205,74.92371745030789,712.2489018971701
20241230,200,15,361,19,345,26.47731696542485,31.33477229038207,287.18791074419306
20241230,802,41,322,18,470,64.04423397200597,67.01390148769872,338.94186454029534
20241230,936,32,599,6,645,41.51823204452923,36.31264229818686,567.1691256572839
20241230,455,60,923,3,310,11.683617210737774,21.645787962031783,276.67059482723045
20241230,78,88,242,7,928,81.8475788522286,76.30630111572916,769.8461200320422
20241230,592,52,701,20,402,59.42776228352779,37.96929073090313,304.6029469855691
20241230,352,33,181,7,188,15.979605186210655,20.769415780268034,151.2509790335213
20241230,383,29,108,19,187,4.407787911178987,25.140539058193827,157.45167303062718
20241230,644,82,958,19,762,36.79174996259788,78.84655194661357,646.3616980907885
20241230,272,79,612,12,754,77.98036852130858,97.91974308596441,578.099888392727
20241230,474,4,120,20,771,69.22827614271215,46.23057926287905,655.5411445944088
20241230,59,90,552,8,547,53.59421862755141,78.88706819577206,414.51871317667656
20241230,781,97,437,17,671,73.0797863291167,79.5397387171882,518.380474953695
20241230,303,14,560,20,338,22.265887206482066,33.9522497625573,281.7818630309606
20241230,436,65,640,7,855,59.84275800364233,91.80901060800653,703.3482313883511
20241230,429,46,500,7,808,31.04519487741839,45.49060053578752,731.464204586794
20241230,736,26,436,10,834,107.22612873136558,50.44068132307413,676.3331899455603
20241230,790,39,606,9,902,58.66406384420147,99.1160039576332,744.2199321981653
20241230,410,51,761,8,277,27.962851168265257,38.0619728406509,210.97517599108386
20241230,112,89,856,6,835,97.0614494756922,76.7807143763429,661.1578361479649
20241230,232,25,811,6,153,12.32036097214871,16.03008882568089,124.64955020217039
20241230,928,35,512,10,199,27.183355356069804,19.113868787314377,152.7027758566158
20241230,441,35,317,19,155,15.196536304211532,9.536868550077454,130.26659514571102
20241230,746,69,531,6,584,47.750294448603306,71.70943312642068,464.540272424976
20241230,903,97,109,17,158,17.178880746280885,17.65126182957624,123.16985742414288
20241230,88,67,897,17,112,7.236904467661035,6.774822300943877,97.98827323139508
20241230,737,80,932,18,938,108.34749388966775,57.916936784618734,771.7355693257135
20241230,626,80,59,11,982,94.66031655995299,78.65623830016398,808.683445139883
20241230,321,53,134,7,558,26.65486320884061,51.43446217980072,479.9106746113587
20241230,511,24,686,16,655,79.81802014043299,88.8807986323642,486.3011812272028
20241230,979,33,774,8,767,85.80482034627013,105.82626849003958,575.3689111636903
20241230,144,81,365,12,597,88.55154552946973,30.360727313986963,478.08772715654334
20241230,801,77,320,9,462,63.20478806249505,48.27916572162306,350.5160462158819
20241230,654,93,830,4,667,58.182380263768316,57.590917171231204,551.2267025650004
20241230,155,69,743,13,568,63.21349502196859,61.13943475459686,443.6470702234345
20241230,374,70,691,18,526,18.620220435700634,66.35656864476066,441.0232109195387
20241230,737,48,602,15,842,92.34000875300008,125.72795537843605,623.9320358685638
20241230,346,51,324,15,318,40.284551845117264,23.786512737493457,253.92893541738928
20241230,553,45,306,14,279,37.46081995333909,35.559615895961024,205.9795641506999
20241230,55,43,631,17,332,37.49966857614212,28.76521828825061,265.73511313560726
20241230,16,19,1,13,972,105.00700955362126,66.06410527503537,800.9288851713434
