DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20241230,860,49,573,6,999,76.24686250556678,70.60312854662654,852.1500089478067
20241230,852,93,814,15,812,44.85084705179548,86.50652336803734,680.6426295801672
20241230,967,66,610,11,815,78.1488203375793,76.3436555587203,660.5075241037005
20241230,430,21,865,11,875,26.383528930872934,68.53017849594912,780.086292573178
20241230,842,26,971,18,265,35.09611595347113,37.671453963754225,192.23243008277464
20241230,59,33,489,15,129,2.841510040806531,7.632332364296584,118.52615759489689
20241230,662,39,783,7,216,10.846857795336824,30.472858657059007,174.68028354760418
20241230,122,72,909,3,142,4.935417456577167,13.624532410781503,123.44005013264133
20241230,619,63,158,13,178,17.479617248774662,14.480397689170143,146.0399850620552
20241230,123,27,275,5,267,7.5243666677755465,37.665797309335325,221.80983602288913
20241230,316,49,417,16,819,93.8630286906769,112.52688719090784,612.6100841184152
20241230,283,96,255,14,284,21.75321085106353,31.707715589299465,230.53907355963702
20241230,795,57,78,12,707,72.88305283249727,72.79198268372346,561.3249644837792
20241230,681,57,627,15,807,62.26388960209888,48.815467568508716,695.9206428293924
20241230,740,3,906,14,933,51.09087519229303,110.94903156154345,770.9600932461635
20241230,957,57,31,14,874,54.86751222676175,108.5460336300152,710.586454143223
20241230,983,31,166,9,866,76.68215218753575,93.90510648267784,695.4127413297864
20241230,747,40,554,17,312,15.873597559504114,29.788307806152975,266.3380946343429
20241230,780,91,200,3,668,71.04948503081721,96.49469591632358,500.4558190528592
20241230,458,90,170,1,421,24.13579200344337,56.69978944314833,340.16441855340827
20241230,430,61,65,5,957,76.6027715973509,128.01469989262807,752.3825285100211
20241230,505,21,396,18,532,31.281626851482542,33.41768118553514,467.30069196298234
20241230,864,57,818,14,982,101.97394401605204,72.70108988758092,807.324966096367
20241230,560,77,1,3,435,57.46517536163643,57.938114850703364,319.5967097876602
20241230,55,40,835,5,335,35.8312088065412,42.515513070446836,256.653278123012
20241230,326,29,86,10,347,50.558324296173055,29.852917177006887,266.5887585268201
20241230,417,80,922,2,222,16.453716383120696,24.402359148242383,181.14392446863692
20241230,379,37,508,16,225,31.81623905100848,20.7636638830037,172.42009706598782
20241230,449,63,581,20,568,72.19529917986083,76.79392080343668,419.0107800167025
20241230,891,52,863,7,992,31.62051880898119,69.14273151515151,891.2367496758673
20241230,787,89,238,3,458,11.880541109241943,32.68774215298895,413.4317167377691
20241230,122,17,83,19,192,23.112806224441506,22.174738610445562,146.71245516511294
20241230,366,56,822,17,858,71.82754392953505,89.45068152320277,696.7217745472622
20241230,390,71,222,12,540,71.51146340250338,76.67406564374448,391.8144709537521
20241230,310,43,384,5,617,59.58053152412107,77.44674160225918,479.97272687361976
20241230,554,12,342,9,530,48.2185212651652,63.27193806133625,418.5095406734986
20241230,158,47,336,8,136,3.7931655773615556,9.818989571118863,122.38784485151959
20241230,561,70,736,11,649,13.410460964876723,40.16533542384685,595.4242036112764
20241230,439,71,177,20,567,27.136385871525587,68.50824364353453,471.3553704849399
20241230,375,66,640,4,684,66.64533501049883,59.08706042938692,558.2676045601143
20241230,304,63,454,15,407,52.787084247271395,27.767510458487582,326.445405294241
20241230,814,46,439,13,336,24.2151254497858,33.80385813613816,277.98101641407607
20241230,284,60,242,8,310,11.090914557176873,16.51720990629267,282.39187553653045
20241230,398,90,255,2,214,17.28699849984785,17.30680078520177,179.4062007149504
20241230,529,73,340,15,518,52.60242351261736,55.86823387442186,409.5293426129608
20241230,254,82,267,18,644,70.85700349403531,92.5195456507208,480.6234508552439
20241230,57,25,122,4,653,46.06705618268122,56.35626121070928,550.5766826066094
20241230,380,62,115,14,513,69.01111959827345,53.9718119183911,390.01706848333544
20241230,73,60,223,4,707,82.63573172395384,43.283930994676325,581.0803372813698
20241230,566,10,160,15,653,21.117647201182116,65.09398807236317,566.7883647264547
20241230,299,94,693,14,694,103.63344767473588,60.531348976445564,529.8352033488186
20241230,984,39,44,3,670,56.241323666698875,47.03694121763536,566.7217351156658
20241230,638,69,440,9,183,10.245356164859999,19.496899565216975,153.25774426992302
20241230,47,58,10,11,814,45.094882867287154,114.63974642581466,654.2653707068982
20241230,968,76,540,2,133,11.356973649366125,13.626544903173272,108.0164814474606
20241230,135,55,890,11,622,44.53003529376332,87.43906849074187,490.0308962154948
20241230,85,43,168,13,227,25.283759814516372,11.480995831328695,190.23524435415493
20241230,839,7,581,20,571,55.602470858118025,68.52578229765403,446.8717468442279
20241230,938,12,524,11,490,35.09197035317414,27.178771013032566,427.7292586337933
20241230,328,5,888,9,188,11.845438739820295,22.935630595701596,153.2189306644781
20241230,755,42,746,11,221,30.973848560710294,30.711671732048703,159.314479707241
20241230,875,18,673,16,149,10.400248767169522,8.378828208159883,130.22092302467058
20241230,674,46,16,13,628,52.75902527947596,43.633733249330504,531.6072414711936
20241230,847,40,682,9,431,62.430259112343684,44.54240061086726,324.02734027678906
20241230,823,36,430,1,585,82.67256959431576,43.5425416146044,458.7848887910798
20241230,311,55,295,10,358,9.480341772922284,33.18302732811444,315.3366308989633
20241230,898,43,500,20,972,21.65329816449162,58.45437801995015,891.8923238155583
20241230,342,42,865,6,614,38.238481103174095,57.54749359188375,518.2140253049422
20241230,941,70,309,19,889,64.63716362211322,93.5201706206448,730.842665757242
20241230,898,56,571,15,328,8.765826580144623,30.90402756557928,288.3301458542761
20241230,366,93,163,18,346,37.675811727674244,38.41600610820919,269.90818216411657
20241230,745,83,902,1,212,16.337523053381133,19.450948447590186,176.21152849902867
20241230,912,64,882,8,281,17.114189957600626,15.534291980668725,248.35151806173064
20241230,553,99,127,18,346,31.429541978167826,21.347525815651675,293.22293220618053
20241230,898,70,34,14,892,96.43998264037087,45.518260996519686,750.0417563631095
20241230,203,9,763,4,321,14.592468126315554,24.287235549817353,282.1202963238671
20241230,165,5,905,11,552,48.10906417717694,71.19367868898163,432.6972571338414
20241230,782,16,905,1,411,40.731631116911544,40.16956386249242,330.09880502059605
20241230,328,6,290,3,411,21.780161566114177,24.553735375315224,364.66610305857057
20241230,590,42,484,2,573,83.16552732827536,85.54209524760954,404.2923774241151
